Index	Annotator	Subset	Genre	ID	Complex_binary	Complex_probabilistic	Start_index	End_index	Native_complex	Non_native_complex	Expression	Context	Annotation
3390	2	Test	News	3NOEP8XAU43DELQ3JFH6XH3L27RPXF	1	0.05	52	69	1	0	undergone surgery	A Belfast Trust spokesperson confirmed that she had undergone surgery on Saturday afternoon.	not MWE
3391	2	Test	News	3W0KKJIARRAMOTSFYF06L10THOCK81	1	0.05	11	34	1	0	put on the rubber stamp	Conditions put on the rubber stamp from China's Ministry of Commerce included Google keeping its Android software for gadgets such as smartphones and tablet computers free and open for at least five years.	not MWE but contains MWE(s)
3392	2	Test	News	37PGLWGSJT7FDZ4S71CXYQU7KKHKI9	1	0.05	10	20	0	1	little bit	This is a little bit different because they were older kids, Goodyear said.	MW compounds
3393	2	Test	News	351S7I5UG9XCGG91MWPD2JQBQH8NJZ	1	0.05	52	63	0	1	little room	Because the government is strapped for cash, it has little room to help rescue the country's banks.	not MWE
3394	2	Test	News	3AJA9FLWSCZ4XDCE6QL0ID22CO0IF5	1	0.05	128	147	0	1	preliminary results	The pro-Kremlin United Russia party won less than 50 per cent of the vote, a steep fall from its earlier majority, according to preliminary results.	MW compounds
3395	2	Test	News	3I01FDIL6M93O8KGQH5I7XS0BFND2E	1	0.05	36	53	0	1	sound of gunshots	The next-door neighbor awoke to the sound of gunshots around 4:50 a.m., followed by a knock to the door.	not MWE
3396	2	Test	News	391JB9X4ZY919IUJSGAPQJ1O1T1KMP	1	0.05	123	136	0	1	staffers fled	Israel's outgoing ambassador to Egypt returned to Cairo on Sunday for a short visit, two months after he and other embassy staffers fled on military planes when a crowd attacked the building.	not MWE
3397	2	Test	News	391JB9X4ZY919IUJSGAPQJ1O1T1KMP	1	0.05	39	48	0	1	is slated	Israel's foreign ministry said Levanon is slated to retire shortly and that this visit is merely a farewell for him.	not MWE
3398	2	Test	News	391JB9X4ZY919IUJSGAPQJ1O1T1KMP	1	0.05	13	28	1	0	immediate plans	There are no immediate plans to return an ambassador.	not MWE
3399	2	Test	News	3SR6AEG6W5UA19IP5YV37M83IMBHY8	1	0.05	19	37	0	1	surveillance ships	Two Chinese marine surveillance ships are in this area fulfilling the duties of safeguarding Chinese maritime rights and interests, it said in a statement.	MW compounds
3400	2	Test	News	30OITAWPBQ4V08AHXM3N85FC9DQ9HB	0	0	4	16	0	0	teenage girl	The teenage girl shot dead in Bellaghy, County Londonderry, on Saturday morning was 18-year-old Lauren O'Neill.	not MWE
3401	2	Test	News	3SV8KD29L4T18PT2750JYLXXFKGKZC	0	0	54	74	0	0	convincing investors	A reform package for Spain's troubled banks, aimed at convincing investors that the sector is solvent and the country has a strategy to avoid a bailout, is expected to be released.	not MWE
3402	2	Test	News	3SNR5F7R92UCRZCIBF1U0VH2ZAIIET	0	0	66	77	0	0	force banks	The Spanish government is expected to approve a plan on Friday to force banks to place toxic real estate assets in holding companies that would later sell them off.	not MWE
3403	2	Test	News	3TL87MO8CMQ6NEKKRTIDATUUTSUFLG	0	0	180	190	0	0	pairing of	Google, which will be the newest entrant to the handset market, announced plans for the acquisition last year in a bid to secure Motorola's valuable patents and pave the way for a pairing of Google's Android mobile software and Motorola's handset business.	verb-particle or other phrasal verb
3404	2	Test	News	3ZXV7Q5FJBPDKAQEEGPE7A47ZJGFC0	0	0	56	90	0	0	suspicion of assisting an offender	Another man and a woman, both aged 28, were arrested on suspicion of assisting an offender.	not MWE
3405	2	Test	News	3JAOYN9IHL3URYE21SDBDYBGQGY33H	0	0	8	36	0	0	Israeli security delegations	Several Israeli security delegations have visited Egypt during the past two months to decide on a new embassy location.	not MWE
3406	2	Test	News	3JAOYN9IHL3URYE21SDBDYBGQGY33H	0	0	223	246	0	0	law enforcement sources	Brevard County sheriff's investigators say a mother took the lives of her four children during an early morning confrontation, calling three of them back into her home to fatally shoot them before turning a gun on herself, law enforcement sources report.	not MWE but contains MWE(s)
3407	2	Test	News	3JUDR1D0D6SXDHOLV3B27WZZUUC2Q8	0	0	173	186	0	0	Mid-Ulster MP	Investigation: Police surround the scene of the shooting in County Derry, which happened on Saturday morning Martin McGuinness, Northern Ireland's deputy first minister and Mid-Ulster MP, said his heart went out to the family of the girl tragically killed.	MW named entities
3408	2	Test	News	3W0KKJIARRAMOTSFYF06L10THOCK81	0	0	29	47	0	0	Chinese regulators	Google on Saturday said that Chinese regulators approved its $12.5 billion deal to buy Motorola Mobility, clearing the path for the Internet titan to complete the acquisition early next week.	not MWE
3409	2	Test	News	3N3WJQXELSRMMK883Y36QA05KOP2LJ	0	0	40	63	0	0	shocked and traumatised	He said: "This family is clearly deeply shocked and traumatised by what has happened over the weekend.	not MWE
3410	2	Test	News	3N3WJQXELSRMMK883Y36QA05KOP2LJ	0	0	85	95	0	0	on herself	A Florida mother shot her four children early Tuesday morning before turning the gun on herself at her home in Port St. John, police said.	not MWE
3411	2	Test	News	351S7I5UG9XCGG91MWPD2JQBQH8NJZ	0	0	189	223	0	0	a merger of regional savings banks	On Wednesday, the government said it was taking control of Bankia by converting into shares the €4.5 billion ($5.8 billion) in loans it gave the entity in 2011 to fund its creation through a merger of regional savings banks.	not MWE but contains MWE(s)
3412	2	Test	News	3BS6ERDL938R693HDJHLXA9CRKPD6V	0	0	27	50	0	0	international observers	But opposition parties and international observers said the vote was marred by widespread reports of vote-rigging.	MW compounds
3413	2	Test	News	3JMNNNO3B152XEK77CA8ZLHLIVT2WC	0	0	17	44	0	0	a witness informed deputies	Police said that a witness informed deputies that he received a text around 3 a.m. from Thomas.	not MWE
3414	2	Test	News	3SR6AEG6W5UA19IP5YV37M83IMBHY8	0	0	101	130	0	0	maritime rights and interests	Two Chinese marine surveillance ships are in this area fulfilling the duties of safeguarding Chinese maritime rights and interests, it said in a statement.	not MWE
3415	2	Test	News	3SR6AEG6W5UA19IP5YV37M83IMBHY8	0	0	35	47	0	0	fatally shot	Thirty-three-year-old Tonya Thomas fatally shot her four children, who ranged in age from 12 to 17, said Lt. Tod Goodyear, a spokesman for the Brevard County Sheriff's Office.	not MWE
3416	2	Test	WikiNews	3DWNFENNE3WQU8ZV4RAH3AKB255J45	1	0.25	68	85	2	3	grave provocation	#34-3 "War maniacs of the South Korean puppet military made another grave provocation to the DPRK in the central western sector of the front on Thursday afternoon.	not MWE
3417	2	Test	WikiNews	36MUZ9VAE63VJOWWJ10J9Y1PAA2EDS	1	0.15	49	65	0	3	violent behavior	#28-8 Reportedly Conley had a lengthy history of violent behavior that landed him in prison multiple times.	not MWE
3418	2	Test	WikiNews	3DWNFENNE3WQU8ZV4RAH3AKB255J45	1	0.15	39	54	2	1	puppet military	#34-3 "War maniacs of the South Korean puppet military made another grave provocation to the DPRK in the central western sector of the front on Thursday afternoon.	MW compounds
3419	2	Test	WikiNews	33P2GD6NRNTFH4T81JUCYETSMZRHKO	1	0.15	110	132	3	0	grand scheme of things	#42-67 But even though the 12,000 ants in our study sounds like a lot (and it is), this is negligible in the 'grand scheme of things'.	fixed phrase
3420	2	Test	WikiNews	3H781YYV6TJ20DST5R0YE2JBDWQETB	1	0.1	53	68	1	1	initial reports	#9-3 According to the BBC, this figure is triple the initial reports.	not MWE
3421	2	Test	WikiNews	3DWNFENNE3WQU8ZV4RAH3AKB255J45	1	0.1	7	18	1	1	War maniacs	#34-3 "War maniacs of the South Korean puppet military made another grave provocation to the DPRK in the central western sector of the front on Thursday afternoon.	not MWE
3422	2	Test	WikiNews	3TKXBROM5TBK2FYAPGCLXBUU7N6JIK	1	0.1	107	120	2	0	growing might	#9-19 Their split led Comando Vermelho to team up with five other gang organizations "to counter the PCC's growing might."	not MWE
3423	2	Test	WikiNews	3UDTAB6HH60KP84LZEW22DGVPOD90K	1	0.1	34	51	1	1	vulnerable people	#2-16 "This large-scale attack on vulnerable people who have already fled from extreme violence is shocking and unacceptable," MSF operational chief Dr Jean-Cl√©ment Cabrol said.	not MWE
3424	2	Test	WikiNews	36MUZ9VAE63VJOWWJ10J9Y1PAA2EDS	1	0.05	75	91	0	1	forced their way	#28-4 After repeatedly trying to get someone to come to the door, officers forced their way into the house.	semi-fixedVP
3425	2	Test	WikiNews	31N9JPQXIPJGPAEBYWMSQ6AWGUWHNT	1	0.05	67	82	0	1	affiliate group	#5-13 Al-Qaeda in the Islamic Maghreb claimed a single bomber from affiliate group al-Mourabitoun conducted the attack.	MW compounds
3426	2	Test	WikiNews	3H781YYV6TJ20DST5R0YE2JBDWQETB	1	0.05	58	72	1	0	Polish striker	#8-11 In the last two months, Bayern Munich has announced Polish striker Robert Lewandowski signed a contract extension until June 2021 and French winger Franck Ribéry signed a one-year contract extension with the club.	MW compounds
3427	2	Test	WikiNews	3H781YYV6TJ20DST5R0YE2JBDWQETB	1	0.05	83	95	0	1	prison riots	#9-1 At least 26 killed in another Brazil prison riot In the latest of a series of prison riots in prisons across Brazil, dozens of inmates, mostly rival gangs, were reported dead at the State Penitentiary of Alca√ßuz, a state prison located in Natal, the capital of the Brazilian state, Rio Grande do Norte.	MW compounds
3428	2	Test	WikiNews	371DNNCG443LRCI2SOEYMSNP2TRT8Q	1	0.05	91	109	1	0	maintain sanctions	#10-31 In a Wall Street Journal interview published on Friday Trump indicated he wishes to maintain sanctions against Russia "at least for a period of time," but ultimately remove them as relations improve.	not MWE
3429	2	Test	WikiNews	371DNNCG443LRCI2SOEYMSNP2TRT8Q	1	0.05	42	63	1	0	pledged to the region	#10-35 A total of around 4,000 troops are pledged to the region.	not MWE
3430	2	Test	WikiNews	3UQVX1UPFSI9POJME5HNSQ8HJI320L	1	0.05	35	51	1	0	Republican Party	#32-6 However, he is listed on the Republican Party's website as one of 18 candidates and filed a Federal Election Commission (FEC) complaint against Fox News for his exclusion from the August 6 debate.	MW named entities
3431	2	Test	WikiNews	302OLP89DZ8IOJ96303MT9TG4VSCAV	1	0.05	41	59	1	0	Federal University	#9-27 Camila Nunes, a sociologist of the Federal University of ABC, told the AFP "medium- and long-term policies to reduce the vulnerability of certain social groups [and] to prioritize prevention rather than repression" are needed.	not MWE
3432	2	Test	WikiNews	302OLP89DZ8IOJ96303MT9TG4VSCAV	1	0.05	172	190	0	1	upgrade and expand	#9-28 Reuters reported Alexandre de Moraes, minister of the Justice Department, recently authorized the state of Rio Grande do Norte to spend 13 million Brazilian reals to upgrade and expand prison equipment.	not MWE
3433	2	Test	WikiNews	3DWNFENNE3WQU8ZV4RAH3AKB255J45	1	0.05	51	70	1	0	exchanged artillery	#34-2 The report comes after North and South Korea exchanged artillery fire yesterday.	not MWE
3434	2	Test	WikiNews	3DWNFENNE3WQU8ZV4RAH3AKB255J45	1	0.05	26	54	1	0	South Korean puppet military	#34-3 "War maniacs of the South Korean puppet military made another grave provocation to the DPRK in the central western sector of the front on Thursday afternoon.	not MWE but contains MWE(s)
3435	2	Test	WikiNews	3DWNFENNE3WQU8ZV4RAH3AKB255J45	1	0.05	111	132	0	1	the supreme commander	#34-6 "Foolhardy provocation deserves harsh punishment," it added; and, later, "Kim Jong-un issued an order of the supreme commander of the Korean People’s Army [KPA] that the front-line large combined units of the KPA should enter a wartime state to be fully battle ready to launch surprise operations."	not MWE
3436	2	Test	WikiNews	39WSF6KUV2MMNLNL9AEZKSDOEO9EOP	1	0.05	99	116	1	0	Purdue University	#4-3 Cernan, who was born in Chicago, Illinois, on March 14, 1934, earned engineering degrees from Purdue University in 1956 and the Naval Postgraduate School in 1963.	MW named entities
3437	2	Test	WikiNews	39WSF6KUV2MMNLNL9AEZKSDOEO9EOP	1	0.05	79	92	1	0	lunar landing	#4-7 Cernan's final flight into space was as commander of Apollo 17, the final lunar landing mission of the Apollo program, in which he spent three days exploring the lunar surface along with Harrison Schmitt.	not MWE
3438	2	Test	WikiNews	359AP8GAGGL05HB8WXR2JIRQ3NMC74	1	0.05	117	129	0	1	crew members	#7-2 The crash destroyed approximately fifteen buildings and resulted in the death of over 30 people, including four crew members, according to the Kyrgyz emergencies ministry.	MW compounds
3439	2	Test	WikiNews	3TKXBROM5TBK2FYAPGCLXBUU7N6JIK	1	0.05	6	13	1	0	O Globo	#9-15 O Globo also reported that one inmate attempted to escape but was quickly recaptured.	MW named entities
3440	2	Test	WikiNews	33P2GD6NRNTFH4T81JUCYETSMZRHKO	1	0.05	48	64	0	1	regarding ethics	#42-63 Insects do not have any 'rights' as such regarding ethics.	not MWE
3441	2	Test	WikiNews	33P2GD6NRNTFH4T81JUCYETSMZRHKO	1	0.05	175	188	0	1	deadly fungus	#42-66 So while the ants do not have 'rights' as such, we still try to handle them with as much respect as possible (even though the experiment involves infecting them with a deadly fungus).	not MWE
3442	2	Test	WikiNews	3UDTAB6HH60KP84LZEW22DGVPOD90K	1	0.05	63	86	1	0	regrettable operational	#2-15 President Muhammadu Buhari said he was saddened by "this regrettable operational mistake" and sought calm.	not MWE
3443	2	Test	WikiNews	3UDTAB6HH60KP84LZEW22DGVPOD90K	1	0.05	79	95	0	1	extreme violence	#2-16 "This large-scale attack on vulnerable people who have already fled from extreme violence is shocking and unacceptable," MSF operational chief Dr Jean-Cl√©ment Cabrol said.	not MWE
3444	2	Test	WikiNews	3TZDZ3Y0JS7KWXP3VX02GIZ5UGJ91N	1	0.05	57	74	1	0	famine-hit region	#2-21 The UN is in the midst of an appeal for aid to the famine-hit region.	not MWE
3445	2	Test	WikiNews	3MZ3TAMYTLO103HNXLLUZ2GLH40IRB	1	0.05	246	260	1	0	civilian honor	#16-1 Obama surprises 'brother' Joe Biden with Presidential Medal of Freedom Yesterday afternoon United States President Barack Obama surprised his two-term vice president Joe Biden in the White House State Dining Room with the country's highest civilian honor, the Presidential Medal of Freedom with distinction.	not MWE
3446	2	Test	WikiNews	3CVBMEMMXBHRMPMOIP53U9O6GFRH7I	1	0.05	88	113	0	1	social networking website	#24-2 The investigation began as a result of photos of the debris being uploaded to the social networking website Facebook.	not MWE but contains MWE(s)
3447	2	Test	WikiNews	31N9JPQXIPJGPAEBYWMSQ6AWGUWHNT	0	0	101	117	0	0	detailing abuses	#6-2 Manning, who in 2010 released thousands of classified documents to the public through WikiLeaks detailing abuses of the Iraq and Afghanistan wars, has already served almost seven years in prison and is now scheduled for release on May 17 of this year.	not MWE
3448	2	Test	WikiNews	3H781YYV6TJ20DST5R0YE2JBDWQETB	0	0	154	167	0	0	Franck Ribéry	#8-11 In the last two months, Bayern Munich has announced Polish striker Robert Lewandowski signed a contract extension until June 2021 and French winger Franck Ribéry signed a one-year contract extension with the club.	MW named entities
3449	2	Test	WikiNews	3UQVX1UPFSI9POJME5HNSQ8HJI320L	0	0	40	56	0	0	Saturn‎, Everson	#32-7 With Wikinews reporter William S. Saturn‎, Everson discusses his 2016 campaign, the media blackout of his campaign, and his views on the presidency and the possible Everson administration.	not MWE
3450	2	Test	WikiNews	3EHIMLB7F70VM3R7SUX989K1RZXH85	0	0	109	142	0	0	fiberglass and honeycomb material	#24-9 The photographs show a large white object, possibly two, stained with algae and appear to be made of a fiberglass and honeycomb material.	not MWE but contains MWE(s)
3451	2	Test	WikiNews	302OLP89DZ8IOJ96303MT9TG4VSCAV	0	0	20	33	0	0	a sociologist	#9-27 Camila Nunes, a sociologist of the Federal University of ABC, told the AFP "medium- and long-term policies to reduce the vulnerability of certain social groups [and] to prioritize prevention rather than repression" are needed.	not MWE
3452	2	Test	WikiNews	359AP8GAGGL05HB8WXR2JIRQ3NMC74	0	0	155	175	0	0	emergencies ministry	#7-2 The crash destroyed approximately fifteen buildings and resulted in the death of over 30 people, including four crew members, according to the Kyrgyz emergencies ministry.	not MWE
3453	2	Test	WikiNews	3TZDZ3Y0JS7KWXP3VX02GIZ5UGJ91N	0	0	32	54	0	0	scientific instruments	#20-5 The space probe had seven scientific instruments and massed about 450 kilograms (about 1000 lb).	MW compounds
3454	2	Test	WikiNews	3MZ3TAMYTLO103HNXLLUZ2GLH40IRB	0	0	91	108	0	0	proportional show	#15-42 He said Russia had claimed Crimea "as an act of force" requiring the US to offer "a proportional show of force".	not MWE
3455	2	Test	WikiNews	3CVBMEMMXBHRMPMOIP53U9O6GFRH7I	0	0	29	42	0	0	washes ashore	#24-1 Suspected plane debris washes ashore on several Maldives islands Authorities are investigating what's left of debris believed to belong to a plane, that washed ashore several small islands in the Maldives.	verb-particle or other phrasal verb
3456	2	Test	Wikipedia	3NFWQRSHVEFQ1M6JG2LXX1PM0A5FG8	1	0.45	157	171	6	3	cerebral edema	The lack of oxygen above 2,400 metres ( 8,000 ft ) can cause serious illnesses such as altitude sickness , high altitude pulmonary edema , and high altitude cerebral edema .	not MWE
3457	2	Test	Wikipedia	31N9JPQXIPJGPAEBYWMSQ6AWH14HNG	1	0.35	122	138	6	1	arsenic trioxide	It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .	MW compounds
3458	2	Test	Wikipedia	3NFWQRSHVEFQ1M6JG2LXX1PM0A5FG8	1	0.2	87	104	2	2	altitude sickness	The lack of oxygen above 2,400 metres ( 8,000 ft ) can cause serious illnesses such as altitude sickness , high altitude pulmonary edema , and high altitude cerebral edema .	MW compounds
3459	2	Test	Wikipedia	3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK	1	0.2	84	106	2	2	administrative regions	Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .	MW compounds
3460	2	Test	Wikipedia	391FPZIE4CNTK0YKVXYE412QPXXHU8	1	0.15	113	128	2	1	record producer	Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .	MW compounds
3461	2	Test	Wikipedia	3K3IX1W4S6S1I8IA85PSD9SN4LFAPU	1	0.15	37	52	2	1	unblock request	Most administrators consider such an unblock request a sure sign of a sock account ( particularly one with very few edits otherwise ) and will decline on that basis .	MW compounds
3462	2	Test	Wikipedia	3NFWQRSHVEFQ1M6JG2LXX1PM0A5FG8	1	0.1	107	136	2	0	high altitude pulmonary edema	The lack of oxygen above 2,400 metres ( 8,000 ft ) can cause serious illnesses such as altitude sickness , high altitude pulmonary edema , and high altitude cerebral edema .	MW compounds
3463	2	Test	Wikipedia	33P2GD6NRNTFH4T81JUCYETSN6ZKHE	1	0.1	66	78	1	1	Solar System	For some time , Teide 1 was the smallest known object outside the Solar System that had been identified by direct observation .	MW named entities
3464	2	Test	Wikipedia	32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N	1	0.1	101	115	2	0	evergreen tree	The genus Agathis , commonly known as kauri or dammar , is a relatively small genus of 21 species of evergreen tree .	MW compounds
3465	2	Test	Wikipedia	3TLFH2L6Y9PA5XGDC75XC1AMH082TK	1	0.1	65	74	1	1	body mass	The animal 's long tail probably acted as a counterweight to its body mass .	MW compounds
3466	2	Test	Wikipedia	366FYU4PTGQ3XU26BIM6DBWFVQ7KEY	1	0.1	262	287	1	1	Sockpuppet investigations	The Arbitration Committee has explained the procedure to be followed with respect to the review of blocks based on CheckUser data as follows : Do not make an unblock request that includes a request for checkuser to `` prove your innocence '' ... as indicated at Sockpuppet investigations those are so rarely done that you 're better off not asking ( besides , it is difficult to use it to prove that two editors are different people ) .	MW compounds
3467	2	Test	Wikipedia	3NFWQRSHVEFQ1M6JG2LXX1PM0A5FG8	1	0.05	108	119	1	0	Leo Tolstoy	His use of Russian language formed the basis of the style of novelists Ivan Turgenev , Ivan Goncharov , and Leo Tolstoy , as well as that of subsequent lyric poets such as Mikhail Lermontov .	MW named entities
3468	2	Test	Wikipedia	3E22YV8GG1782RCZH9UXZFCN3SEPNT	1	0.05	168	177	0	1	sea level	Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .	MW compounds
3469	2	Test	Wikipedia	39AYGO6AFFL0SLUU2DVOTFL68NON6L	1	0.05	6	19	0	1	small casinos	The ` small casinos ' will have a minimum customer area of 750 sq metres , up to 80 slot machines and a jackpot of # 4000 .	MW compounds
3470	2	Test	Wikipedia	33P2GD6NRNTFH4T81JUCYETSN6ZKHE	1	0.05	111	138	1	0	young Pleiades star cluster	The distance , chemical composition , and age of Teide 1 could be established because of its membership in the young Pleiades star cluster .	not MWE but contains MWE(s)
3471	2	Test	Wikipedia	33P2GD6NRNTFH4T81JUCYETSN6ZKHE	1	0.05	143	164	0	1	gravitationally bound	Since then , over 1,800 brown dwarfs have been identified , even some very close to Earth like Epsilon Indi Ba and Bb , a pair of brown dwarfs gravitationally bound to a sunlike star around 12 light-years from the Sun , and Luhman 16 , a binary system of brown dwarfs about 6.5 light-years away .	MW compounds
3472	2	Test	Wikipedia	32PT7WK7DMGS9QGZUHJNQ7XSKSKD3N	1	0.05	117	133	1	0	achieve maturity	In contrast , young trees are normally conical in shape , forming a more rounded or irregularly shaped crown as they achieve maturity .	not MWE
3473	2	Test	Wikipedia	391FPZIE4CNTK0YKVXYE412QPXXHU8	1	0.05	81	97	0	1	surviving member	He was the drummer of the influential punk rock band the Ramones and is the last surviving member of the original quartet .	not MWE
3474	2	Test	Wikipedia	391FPZIE4CNTK0YKVXYE412QPXXHU8	1	0.05	50	67	0	1	Opposition Leader	Its best-known member was Bill Hayden , the Labor Opposition Leader between 1977 and 1983 , when he resigned under pressure the same day that the 1983 election which swept Bob Hawke to power was called .	not MWE
3475	2	Test	Wikipedia	3IVKZBIBJ0AD5N6G6S3EP0K240CHSS	1	0.05	85	96	1	0	mega casino	A regional casino , more commonly known as a super casino ( or occasionally known as mega casino or other variants ) , is the term given to the largest category of casino that was to have been permitted under UK law - equivalent in size to the larger casinos in Las Vegas .	MW compounds
3476	2	Test	Wikipedia	3TLFH2L6Y9PA5XGDC75XC1AMH082TK	1	0.05	163	180	1	0	sauropod dinosaur	Aegyptosaurus ( \/ iːˌdʒɪptɵˈsɔrəs \/ ) meaning ` Egypt 's lizard ' , for the country in which it was discovered ( Greek sauros meaning ` lizard ' ) is a genus of sauropod dinosaur believed to have lived in what is now Africa , around 95 million years ago , during the mid - and late-Cretaceous Period ( Albian to Cenomanian stages ) .	MW compounds
3477	2	Test	Wikipedia	31N9JPQXIPJGPAEBYWMSQ6AWH14HNG	1	0.05	111	124	1	0	lesser extent	The publisher organizes literary , musical and artistic events especially in Upper Austria and Salzburg , to a lesser extent also in Vienna .	MW compounds
3478	2	Test	Wikipedia	31N9JPQXIPJGPAEBYWMSQ6AWH14HNG	1	0.05	32	72	1	0	arsenic trichloride and potassium iodide	It is prepared by a reaction of arsenic trichloride and potassium iodide : Hydrolysis occurs only slowly in water forming arsenic trioxide and hydroiodic acid .	not MWE but contains MWE(s)
3479	2	Test	Wikipedia	3K3IX1W4S6S1I8IA85PSD9SN4LFAPU	1	0.05	12	34	1	0	blocking administrator	First , the blocking administrator provides a brief reason that you will see when you try to make an edit .	MW compounds
3480	2	Test	Wikipedia	3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK	1	0.05	52	68	0	1	formerly grouped	Rhineland-Palatinate is divided into 24 districts , formerly grouped into the three administrative regions : Koblenz , Trier and Rheinhessen-Pfalz .	not MWE
3481	2	Test	Wikipedia	3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK	1	0.05	156	170	1	0	Prussian Rhine	It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .	not MWE
3482	2	Test	Wikipedia	3AXFSPQOYQZ0SOWKO860UEH2S2MFJC	1	0.05	11	25	0	1	Republican era	During the Republican era , almost all the presidents ( constitutional , internees and dictators ) have dispatched from this building , which is the seat of Government of the Republic of Ecuador .	MW compounds
3483	2	Test	Wikipedia	3AXFSPQOYQZ0SOWKO860UEH2S2MFJC	1	0.05	58	72	0	1	Heritage Sites	Quito , along with Kraków , were the first World Cultural Heritage Sites declared by UNESCO in 1978 .	not MWE
3484	2	Test	Wikipedia	39AYGO6AFFL0SLUU2DVOTFL68NON6L	0	0	251	264	0	0	gaming tables	Under the terms of the Gambling Act the Secretary of State is able to define each type of casino , with reference to any matter he or she chooses ; although the act specifically mentions as facts to consider the number , location and concentration of gaming tables , and the floor area designated for a specific purpose .	MW compounds
3485	2	Test	Wikipedia	33P2GD6NRNTFH4T81JUCYETSN6ZKHE	0	0	255	267	0	0	brown dwarfs	Since then , over 1,800 brown dwarfs have been identified , even some very close to Earth like Epsilon Indi Ba and Bb , a pair of brown dwarfs gravitationally bound to a sunlike star around 12 light-years from the Sun , and Luhman 16 , a binary system of brown dwarfs about 6.5 light-years away .	MW compounds
3486	2	Test	Wikipedia	391FPZIE4CNTK0YKVXYE412QPXXHU8	0	0	113	141	0	0	record producer and musician	Tommy Ramone , also known as Thomas Erdelyi ( born Erdélyi Tamás ; January 29 , 1952 ) , is a Hungarian American record producer and musician .	not MWE but contains MWE(s)
3487	2	Test	Wikipedia	3IVKZBIBJ0AD5N6G6S3EP0K240CHSS	0	0	14	27	0	0	Blackpool bid	However , the Blackpool bid organisers pledged to continue the work in getting government approval for a ` supercasino ' .	MW compounds
3488	2	Test	Wikipedia	3GMLHYZ0LEYF6VO95X22Q1XTFTAUYK	0	0	156	179	0	0	Prussian Rhine Province	It was formed from the northern part of the French Occupation Zone , which included parts of Bavaria ( the Rhenish Palatinate ) , the southern parts of the Prussian Rhine Province ( including the District of Birkenfeld , which formerly belonged to Oldenburg ) , parts of the Prussian Province of Nassau ( see Hesse-Nassau ) , and parts of Hesse-Darmstadt ( Rhinehessen on the western bank of the Rhine ) .	MW named entities
3489	3	Train	News	3RDTX9JRTY2Y7J45KDHBHSQIUXR97F	1	0.6	129	152	8	4	contingent convertibles	The state will have to raise money on debt markets for the loans to the banks, which will be made through an instrument known as contingent convertibles, or CoCos, which carry the risk that the state ends up with ownership of still-troubled banks.	MW compounds
3490	3	Train	News	3JHB4BPSFKA8D19KGCQHHJ7D00M9Q7	1	0.6	105	121	7	5	patent portfolio	Google will acquire 17,000 patents with the purchase of Motorola Mobility and has been strengthening its patent portfolio as the fight for dominance in the booming smartphone and tablet market increasingly involves lawsuits claiming infringement of patented technology.	MW compounds
3491	3	Train	News	302OLP89DZ8IOJ96303MT9TG233ACI	1	0.55	94	109	6	5	ballot stuffing	Gorbachev added that authorities "must admit that there have been numerous falsifications and ballot stuffing".	MW compounds
3492	3	Train	News	3JY0Q5X05J7WFM2ERMRFFMPYXD5GGG	1	0.45	44	61	5	4	strategic setback	It would be a tragedy for Afghanistan and a strategic setback for America if the Taliban returned to power and once again created a sanctuary for terrorists," Romney said in the release.	MW compounds
3493	3	Train	News	3SCKNODZ0XHJWL8ZLN0GZTL20ZB7N6	1	0.45	57	79	5	4	preferential treatment	Mainly, there were concerns that Motorola would be given preferential treatment for the Android operating system, which runs on Motorola devices.	MW compounds
3494	3	Train	News	3JMQI2OLFZ6ZDU99C032ZLVYLXBDNB	1	0.45	36	48	4	5	toxic assets	According to our correspondent, the toxic assets are a result of a property bubble experienced in Spain before the recession.	MW compounds
3495	3	Train	News	3BDORL6HKKEAN0VN5BP8OZIQ163CR1	1	0.45	90	102	8	1	hard pressed	Stephen Biddle, a defense analyst at the Council on Foreign Relations, said Obama will be hard pressed to convince Afghans or Pakistanis that the United States will remain an effective security partner once most U.S. troops have gone home.	fixed phrase
3496	3	Train	News	3YO4AH2FPDLQH7L7GG7OO86KWJPQ0I	1	0.4	117	134	3	5	sectarian clashes	Syria-linked violence has also spilled across the border into Lebanon, with four people killed since Saturday during sectarian clashes in the northern port city of Tripoli, according to officials.	MW compounds
